"O22.0","Varizen der unteren Extremitäten in der Schwangerschaft"
"O22.1","Varizen der Genitalorgane in der Schwangerschaft"
"O26.68","Sonstige Leberkrankheiten während der Schwangerschaft, der Geburt und des Wochenbettes"
"O32.6","Betreuung der Mutter bei kombinierten Lage- und Einstellungsanomalien"
"O66.9","Geburtshindernis, nicht näher bezeichnet"
"O71.5","Sonstige Verletzung von Beckenorganen unter der Geburt"
"O71.7","Beckenhämatom unter der Geburt"
"O90.1","Dehiszenz einer geburtshilflichen Dammwunde"
"R19.6","Mundgeruch"
"S64.3","Verletzung der Nn. digitales des Daumens"
"S66.4","Verletzung der kurzen Muskeln und Sehnen des Daumens in Höhe des Handgelenkes und der Hand"
"U61.3","Anzahl der T-Helferzellen bei HIV-Krankheit: Kategorie 3"
"U80.21","Enterococcus faecalis mit Resistenz gegen Oxazolidinone oder mit High-Level-Aminoglykosid-Resistenz und ohne Resistenz gegen Glykopeptid-Antibiotika"
"Z35.9","Überwachung einer Risikoschwangerschaft, nicht näher bezeichnet"
"Z43.5","Versorgung eines Zystostomas"
"Z64.0","Kontaktanlässe mit Bezug auf eine unerwünschte Schwangerschaft"
"E10.73","Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, als entgleist bezeichnet"
"J15.6","Pneumonie durch andere gramnegative Bakterien"
"O08.0","Infektion des Genitaltraktes und des Beckens nach Abort, Extrauteringravidität und Molenschwangerschaft"
"I25.10","Atherosklerotische Herzkrankheit: Ohne hämodynamisch wirksame Stenosen"
"K14.8","Sonstige Krankheiten der Zunge"
"K75.0","Leberabszess"
"O70.9","Dammriss unter der Geburt, nicht näher bezeichnet"
"O98.5","Sonstige Viruskrankheiten, die Schwangerschaft, Geburt und Wochenbett komplizieren"
"R87.5","Abnorme Befunde in Untersuchungsmaterialien aus den weiblichen Genitalorganen: Abnorme mikrobiologische Befunde"
"L23.0","Allergische Kontaktdermatitis durch Metalle"
"M35.0","Sicca-Syndrom [Sjögren-Syndrom]"
"O90.0","Dehiszenz einer Schnittentbindungswunde"
"S27.2","Traumatischer Hämatopneumothorax"
"S42.24","Fraktur des proximalen Endes des Humerus: Tuberculum majus"
"S82.41","Fraktur der Fibula, isoliert: Proximales Ende"
"Z93.5","Vorhandensein eines Zystostomas"
"B25.88","Sonstige Zytomegalie"
"C77.1","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Intrathorakale Lymphknoten"
"C79.88","Sekundäre bösartige Neubildung sonstiger näher bezeichneter Lokalisationen"
"D25.9","Leiomyom des Uterus, nicht näher bezeichnet"
"D38.1","Neubildung unsicheren oder unbekannten Verhaltens: Trachea, Bronchus und Lunge"
"F06.8","Sonstige näher bezeichnete organische psychische Störungen aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit"
"F12.3","Psychische und Verhaltensstörungen durch Cannabinoide: Entzugssyndrom"
"F21","Schizotype Störung"
"F33.4","Rezidivierende depressive Störung, gegenwärtig remittiert"
"G95.0","Syringomyelie und Syringobulbie"
"G96.0","Austritt von Liquor cerebrospinalis"
"H02.5","Sonstige Affektionen mit Auswirkung auf die Augenlidfunktion"
"H54.6","Mittelschwere Sehbeeinträchtigung, monokular"
"I42.88","Sonstige Kardiomyopathien"
"I46.9","Herzstillstand, nicht näher bezeichnet"
"I80.81","Thrombose, Phlebitis und Thrombophlebitis tiefer Gefäße der oberen Extremitäten"
"I82.81","Embolie und Thrombose der Jugularisvene"
"J06.0","Akute Laryngopharyngitis"
"J32.3","Chronische Sinusitis sphenoidalis"
"J38.7","Sonstige Krankheiten des Kehlkopfes"
"J43.8","Sonstiges Emphysem"
"K52.1","Toxische Gastroenteritis und Kolitis"
"K57.30","Divertikulose des Dickdarmes ohne Perforation, Abszess oder Angabe einer Blutung"
"K65.8","Sonstige Peritonitis"
"K82.4","Cholesteatose der Gallenblase"
"L27.2","Dermatitis durch aufgenommene Nahrungsmittel"
"L52","Erythema nodosum"
"L89.14","Dekubitus 2. Grades: Kreuzbein"
"M06.90","Chronische Polyarthritis, nicht näher bezeichnet: Mehrere Lokalisationen"
"M06.99","Chronische Polyarthritis, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
"M25.47","Gelenkerguss: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
"M50.2","Sonstige zervikale Bandscheibenverlagerung"
"M53.20","Instabilität der Wirbelsäule: Mehrere Lokalisationen der Wirbelsäule"
"M77.5","Sonstige Enthesopathie des Fußes"
"N26","Schrumpfniere, nicht näher bezeichnet"
"O32.5","Betreuung der Mutter bei Mehrlingsschwangerschaft mit Lage- und Einstellungsanomalie eines oder mehrerer Feten"
"O36.1","Betreuung der Mutter wegen sonstiger Isoimmunisierung"
"O43.21","Placenta increta oder percreta"
"O44.01","Placenta praevia ohne (aktuelle) Blutung"
"O64.9","Geburtshindernis durch Lage-, Haltungs- und Einstellungsanomalien, nicht näher bezeichnet"
"O67.0","Intrapartale Blutung bei Gerinnungsstörung"
"O71.0","Uterusruptur vor Wehenbeginn"
"R30.1","Tenesmus vesicae"
"R30.9","Schmerzen beim Wasserlassen, nicht näher bezeichnet"
"R60.1","Generalisiertes Ödem"
"S02.67","Unterkieferfraktur: Pars alveolaris"
"S11.80","Nicht näher bezeichnete offene Wunde sonstiger Teile des Halses"
"S22.20","Fraktur des Sternums: Nicht näher bezeichnet"
"S31.4","Offene Wunde der Vagina und der Vulva"
"S56.2","Verletzung von sonstigen Beugemuskeln und -sehnen in Höhe des Unterarmes"
"T20.1","Verbrennung 1. Grades des Kopfes und des Halses"
"T26.4","Verbrennung des Auges und seiner Anhangsgebilde, Teil nicht näher bezeichnet"
"T82.1","Mechanische Komplikation durch ein kardiales elektronisches Gerät"
"T85.51","Mechanische Komplikation durch Prothesen, Implantate oder Transplantate im sonstigen oberen Gastrointestinaltrakt"
"U50.11","Leichte motorische Funktionseinschränkung: Motorischer FIM: 69-84 Punkte"
"Z00.4","Allgemeine psychiatrische Untersuchung, anderenorts nicht klassifiziert"
"Z01.80","Abklärung einer Disposition für maligne Herzrhythmusstörungen"
"Z33","Schwangerschaftsfeststellung als Nebenbefund"
"Z51.2","Andere Chemotherapie"
"Z86.0","Andere Neubildungen in der Eigenanamnese"
"K63.1","Perforation des Darmes (nichttraumatisch)"
"J30.2","Sonstige saisonale allergische Rhinopathie"
"O69.9","Komplikation bei Wehen und Entbindung durch Nabelschnurkomplikation, nicht näher bezeichnet"
"S93.33","Luxation sonstiger und nicht näher bezeichneter Teile des Fußes: Tarsometatarsal (-Gelenk)"
"T26.0","Verbrennung des Augenlides und der Periokularregion"
"T31.10","Verbrennungen von 10-19 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verbrennungen 3. Grades"
"A41.2","Sepsis durch nicht näher bezeichnete Staphylokokken"
"B18.12","Chronische Virushepatitis B ohne Delta-Virus, Phase 2"
"B35.3","Tinea pedis"
"B36.0","Pityriasis versicolor"
"C20","Bösartige Neubildung des Rektums"
"C77.4","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Inguinale Lymphknoten und Lymphknoten der unteren Extremität"
"D52.9","Folsäure-Mangelanämie, nicht näher bezeichnet"
"D56.3","Thalassämie-Erbanlage"
"D68.21","Hereditärer Faktor-II-Mangel"
"D70.19","Arzneimittelinduzierte Agranulozytose und Neutropenie, nicht näher bezeichnet"
"D70.3","Sonstige Agranulozytose"
"D72.1","Eosinophilie"
"D75.9","Krankheit des Blutes und der blutbildenden Organe, nicht näher bezeichnet"
"D80.8","Sonstige Immundefekte mit vorherrschendem Antikörpermangel"
"E13.80","Sonstiger näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"
"E51.9","Thiaminmangel, nicht näher bezeichnet"
"E89.2","Hypoparathyreoidismus nach medizinischen Maßnahmen"
"F11.3","Psychische und Verhaltensstörungen durch Opioide: Entzugssyndrom"
"F15.3","Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Entzugssyndrom"
"F29","Nicht näher bezeichnete nichtorganische Psychose"
"F73.1","Schwerste Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert"
"G25.81","Syndrom der unruhigen Beine [Restless-Legs-Syndrom]"
"G62.80","Critical-illness-Polyneuropathie"
"G82.13","Spastische Paraparese und Paraplegie: Chronische inkomplette Querschnittlähmung"
"G82.39","Schlaffe Tetraparese und Tetraplegie: Nicht näher bezeichnet"
"G82.59","Tetraparese und Tetraplegie, nicht näher bezeichnet: Nicht näher bezeichnet"
"G90.2","Horner-Syndrom"
"G99.2","Myelopathie bei anderenorts klassifizierten Krankheiten"
"H02.2","Lagophthalmus"
"H10.1","Akute allergische Konjunktivitis"
"H21.5","Sonstige Adhäsionen und Abriss der Iris und des Ziliarkörpers"
"H35.6","Netzhautblutung"
"H54.2","Mittelschwere Sehbeeinträchtigung, binokular"
"H54.5","Schwere Sehbeeinträchtigung, monokular"
"H57.8","Sonstige näher bezeichnete Affektionen des Auges und der Augenanhangsgebilde"
"H72.8","Sonstige Trommelfellperforationen"
"H82","Schwindelsyndrome bei anderenorts klassifizierten Krankheiten"
"H90.4","Einseitiger Hörverlust durch Schallempfindungsstörung bei nicht eingeschränktem Hörvermögen der anderen Seite"
"H93.2","Sonstige abnorme Hörempfindungen"
"I30.8","Sonstige Formen der akuten Perikarditis"
"I49.0","Kammerflattern und Kammerflimmern"
"I50.9","Herzinsuffizienz, nicht näher bezeichnet"
"I62.02","Nichttraumatische subdurale Blutung: Chronisch"
"I77.6","Arteriitis, nicht näher bezeichnet"
"I87.20","Venöse Insuffizienz (chronisch) (peripher) ohne Ulzeration"
"J94.8","Sonstige näher bezeichnete Krankheitszustände der Pleura"
"J98.0","Krankheiten der Bronchien, anderenorts nicht klassifiziert"
"K07.4","Fehlerhafte Okklusion, nicht näher bezeichnet"
"K08.3","Verbliebene Zahnwurzel"
"K55.0","Akute Gefäßkrankheiten des Darmes"
"K59.1","Funktionelle Diarrhoe"
"K62.1","Rektumpolyp"
"K62.4","Stenose des Anus und des Rektums"
"K62.6","Ulkus des Anus und des Rektums"
"K64.1","Hämorrhoiden 2. Grades"
"K64.9","Hämorrhoiden, nicht näher bezeichnet"
"K74.4","Sekundäre biliäre Zirrhose"
"K82.8","Sonstige näher bezeichnete Krankheiten der Gallenblase"
"K86.2","Pankreaszyste"
"L73.8","Sonstige näher bezeichnete Krankheiten der Haarfollikel"
"L89.25","Dekubitus 3. Grades: Sitzbein"
"M21.63","Erworbener Spreizfuß"
"M24.07","Freier Gelenkkörper: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
"M46.1","Sakroiliitis, anderenorts nicht klassifiziert"
"M51.8","Sonstige näher bezeichnete Bandscheibenschäden"
"M53.3","Krankheiten der Sakrokokzygealregion, anderenorts nicht klassifiziert"
"N15.10","Nierenabszess"
"N18.9","Chronische Nierenkrankheit, nicht näher bezeichnet"
"N39.41","Überlaufinkontinenz"
"N70.9","Salpingitis und Oophoritis, nicht näher bezeichnet"
"N89.8","Sonstige näher bezeichnete nichtentzündliche Krankheiten der Vagina"
"N93.9","Abnorme Uterus- oder Vaginalblutung, nicht näher bezeichnet"
"N97.8","Sterilität sonstigen Ursprungs bei der Frau"
"N99.8","Sonstige Krankheiten des Urogenitalsystems nach medizinischen Maßnahmen"
"O28.0","Abnormer hämatologischer Befund bei der pränatalen Screeninguntersuchung der Mutter"
"O34.0","Betreuung der Mutter bei angeborener Fehlbildung des Uterus"
"O34.1","Betreuung der Mutter bei Tumor des Corpus uteri"
"O42.20","Vorzeitiger Blasensprung, Wehenhemmung durch Therapie, Wehenbeginn innerhalb von 24 Stunden"
"O42.29","Vorzeitiger Blasensprung, Wehenhemmung durch Therapie, ohne Angabe des Wehenbeginns"
"O65.8","Geburtshindernis durch sonstige Anomalien des mütterlichen Beckens"
"O74.8","Sonstige Komplikationen bei Anästhesie während der Wehentätigkeit und bei der Entbindung"
"O75.1","Schock während oder nach Wehentätigkeit und Entbindung"
"Q05.4","Nicht näher bezeichnete Spina bifida mit Hydrozephalus"
"Q60.0","Nierenagenesie, einseitig"
"Q83.80","Tubuläre Brust"
"R06.1","Stridor"
"R20.0","Anästhesie der Haut"
"R43.0","Anosmie"
"R44.3","Halluzinationen, nicht näher bezeichnet"
"R46.0","Stark vernachlässigte Körperpflege"
"R46.4","Verlangsamung und herabgesetztes Reaktionsvermögen"
"R57.9","Schock, nicht näher bezeichnet"
"R61.9","Hyperhidrose, nicht näher bezeichnet"
"R76.8","Sonstige näher bezeichnete abnorme immunologische Serumbefunde"
"R92","Abnorme Befunde bei der bildgebenden Diagnostik der Mamma [Brustdrüse]"
"R93.2","Abnorme Befunde bei der bildgebenden Diagnostik der Leber und der Gallenwege"
"S00.21","Sonstige oberflächliche Verletzungen des Augenlides und der Periokularregion: Schürfwunde"
"S01.59","Offene Wunde: Sonstige und mehrere Teile der Lippe und der Mundhöhle"
"S01.88","Weichteilschaden II. Grades bei offener Fraktur oder Luxation des Kopfes"
"S02.64","Unterkieferfraktur: Ramus mandibulae, nicht näher bezeichnet"
"S02.7","Multiple Frakturen der Schädel- und Gesichtsschädelknochen"
"S05.5","Penetrierende Wunde des Augapfels mit Fremdkörper"
"S05.6","Penetrierende Wunde des Augapfels ohne Fremdkörper"
"S06.31","Umschriebene Hirnkontusion"
"S06.71","Bewusstlosigkeit bei Schädel-Hirn-Trauma: 30 Minuten bis 24 Stunden"
"S31.83","Offene Wunde (jeder Teil des Abdomens, der Lumbosakralgegend und des Beckens) mit Verbindung zu einer intraabdominalen Verletzung"
"S33.50","Verstauchung und Zerrung der Lendenwirbelsäule, nicht näher bezeichnet"
"S36.11","Prellung und Hämatom der Leber"
"S36.49","Verletzung: Sonstiger und mehrere Teile des Dünndarmes"
"S42.10","Fraktur der Skapula: Teil nicht näher bezeichnet"
"S53.40","Verstauchung und Zerrung des Ellenbogens: Teil nicht näher bezeichnet"
"S56.1","Verletzung von Beugemuskeln und -sehnen eines oder mehrerer sonstiger Finger in Höhe des Unterarmes"
"S66.5","Verletzung der kurzen Muskeln und Sehnen sonstiger Finger in Höhe des Handgelenkes und der Hand"
"S82.42","Fraktur der Fibula, isoliert: Schaft"
"S83.51","Verstauchung und Zerrung des Kniegelenkes: Distorsion des vorderen Kreuzbandes"
"S91.1","Offene Wunde einer oder mehrerer Zehen ohne Schädigung des Nagels"
"T07","Nicht näher bezeichnete multiple Verletzungen"
"T21.23","Verbrennung Grad 2a des Rumpfes: Bauchdecke"
"T42.6","Vergiftung: Sonstige Antiepileptika, Sedativa und Hypnotika"
"T80.2","Infektionen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken"
"T84.16","Mechanische Komplikation durch eine interne Osteosynthesevorrichtung an Extremitätenknochen: Knöchel und Fuß"
"T84.8","Sonstige Komplikationen durch orthopädische Endoprothesen, Implantate oder Transplantate"
"U51.11","Mittlere kognitive Funktionseinschränkung: Kognitiver FIM: 11-29 Punkte"
"U52.1","Frührehabilitations-Barthel-Index: -75 bis 30 Punkte"
"U60.9","Klinische Kategorie der HIV-Krankheit nicht näher bezeichnet"
"U69.10","Anderenorts klassifizierte Krankheit, für die der Verdacht besteht, dass sie Folge einer medizinisch nicht indizierten ästhetischen Operation, einer Tätowierung oder eines Piercings ist"
"Z30.9","Kontrazeptive Maßnahme, nicht näher bezeichnet"
"Z64.1","Kontaktanlässe mit Bezug auf Multiparität"
"Z76.2","Gesundheitsüberwachung und Betreuung eines anderen gesunden Säuglings und Kindes"
"Z88.9","Allergie gegenüber nicht näher bezeichneten Arzneimitteln, Drogen oder biologisch aktiven Substanzen in der Eigenanamnese"
"Z90.3","Verlust von Teilen des Magens"
"Z91.72","Weibliche Genitalverstümmelung in der Eigenanamnese, Typ 2"
"Z94.5","Zustand nach Hauttransplantation"
"Z94.88","Zustand nach sonstiger Organ- oder Gewebetransplantation"
"Z96.64","Vorhandensein einer Hüftgelenkprothese"
"Z98.1","Zustand nach Arthrodese"
"---","Rest (2.526 Zeilen)"
"K43.2","Narbenhernie ohne Einklemmung und ohne Gangrän"
"K64.3","Hämorrhoiden 4. Grades"
"M94.86","Sonstige näher bezeichnete Knorpelkrankheiten: Unterschenkel [Fibula, Tibia, Kniegelenk]"
"O04.4","Ärztlich eingeleiteter Abort: Inkomplett, ohne Komplikation"
"C50.8","Bösartige Neubildung: Brustdrüse, mehrere Teilbereiche überlappend"
"M54.17","Radikulopathie: Lumbosakralbereich"
"S83.50","Verstauchung und Zerrung des Kniegelenkes: Nicht näher bezeichnetes Kreuzband"
"I33.0","Akute und subakute infektiöse Endokarditis"
"Q18.8","Sonstige näher bezeichnete angeborene Fehlbildungen des Gesichtes und des Halses"
"D12.6","Gutartige Neubildung: Kolon, nicht näher bezeichnet"
"E65","Lokalisierte Adipositas"
"K10.28","Sonstige näher bezeichnete entzündliche Zustände der Kiefer"
"K40.30","Hernia inguinalis, einseitig oder ohne Seitenangabe, mit Einklemmung, ohne Gangrän: Nicht als Rezidivhernie bezeichnet"
"K57.22","Divertikulitis des Dickdarmes mit Perforation und Abszess, ohne Angabe einer Blutung"
"N99.1","Harnröhrenstriktur nach medizinischen Maßnahmen"
"Q82.5","Angeborener nichtneoplastischer Nävus"
"D17.1","Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes"
"D36.1","Gutartige Neubildung: Periphere Nerven und autonomes Nervensystem"
"H11.0","Pterygium"
"I48.1","Vorhofflimmern, persistierend"
"J38.1","Polyp der Stimmlippen und des Kehlkopfes"
"K02.1","Karies des Dentins"
"K04.7","Periapikaler Abszess ohne Fistel"
"K22.0","Achalasie der Kardia"
"M24.66","Ankylose eines Gelenkes: Unterschenkel [Fibula, Tibia, Kniegelenk]"
"N48.2","Sonstige entzündliche Krankheiten des Penis"
"O05.1","Sonstiger Abort: Inkomplett, kompliziert durch Spätblutung oder verstärkte Blutung"
"S66.2","Verletzung der Streckmuskeln und -sehnen des Daumens in Höhe des Handgelenkes und der Hand"
"B02.1","Zoster-Meningitis"
"C49.5","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe des Beckens"
"C71.0","Bösartige Neubildung: Zerebrum, ausgenommen Hirnlappen und Ventrikel"
"D18.01","Hämangiom: Haut und Unterhaut"
"D18.02","Hämangiom: Intrakraniell"
"D43.0","Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, supratentoriell"
"G41.2","Status epilepticus mit komplexfokalen Anfällen"
"H33.0","Netzhautablösung mit Netzhautriss"
"H81.3","Sonstiger peripherer Schwindel"
"H81.8","Sonstige Störungen der Vestibularfunktion"
"I20.8","Sonstige Formen der Angina pectoris"
"J02.8","Akute Pharyngitis durch sonstige näher bezeichnete Erreger"
"K61.4","Intrasphinktärer Abszess"
"K81.1","Chronische Cholezystitis"
"M05.80","Sonstige seropositive chronische Polyarthritis: Mehrere Lokalisationen"
"M45.00","Spondylitis ankylosans: Mehrere Lokalisationen der Wirbelsäule"
"M65.14","Sonstige infektiöse (Teno-)Synovitis: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
"M75.2","Tendinitis des M. biceps brachii"
"N20.9","Harnstein, nicht näher bezeichnet"
"N36.8","Sonstige näher bezeichnete Krankheiten der Harnröhre"
"N80.5","Endometriose des Darmes"
"Q65.4","Angeborene Subluxation des Hüftgelenkes, beidseitig"
"T88.6","Anaphylaktischer Schock als unerwünschte Nebenwirkung eines indikationsgerechten Arzneimittels oder einer indikationsgerechten Droge bei ordnungsgemäßer Verabreichung"
"B00.0","Ekzema herpeticatum Kaposi"
"B00.5","Augenkrankheit durch Herpesviren"
"B08.4","Vesikuläre Stomatitis mit Exanthem durch Enteroviren"
"C18.1","Bösartige Neubildung: Appendix vermiformis"
"C43.7","Bösartiges Melanom der unteren Extremität, einschließlich Hüfte"
"C49.1","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe der oberen Extremität, einschließlich Schulter"
"C53.9","Bösartige Neubildung: Cervix uteri, nicht näher bezeichnet"
"C74.0","Bösartige Neubildung: Nebennierenrinde"
"D16.1","Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der oberen Extremität"
"D32.0","Gutartige Neubildung: Hirnhäute"
"D86.2","Sarkoidose der Lunge mit Sarkoidose der Lymphknoten"
"E27.2","Addison-Krise"
"F23.9","Akute vorübergehende psychotische Störung, nicht näher bezeichnet"
"G06.0","Intrakranieller Abszess und intrakranielles Granulom"
"G50.0","Trigeminusneuralgie"
"H02.4","Ptosis des Augenlides"
"H04.5","Stenose und Insuffizienz der Tränenwege"
"H33.4","Traktionsablösung der Netzhaut"
"H66.2","Chronische epitympanale Otitis media"
"H81.0","Ménière-Krankheit"
"H81.9","Störung der Vestibularfunktion, nicht näher bezeichnet"
"I27.0","Primäre pulmonale Hypertonie"
"I61.0","Intrazerebrale Blutung in die Großhirnhemisphäre, subkortikal"
"I83.1","Varizen der unteren Extremitäten mit Entzündung"
"K11.5","Sialolithiasis"
"K52.2","Allergische und alimentäre Gastroenteritis und Kolitis"
"K61.3","Ischiorektalabszess"
"L40.4","Psoriasis guttata"
"L97","Ulcus cruris, anderenorts nicht klassifiziert"
"L98.7","Überschüssige und erschlaffte Haut und Unterhaut"
"M20.2","Hallux rigidus"
"M35.9","Krankheit mit Systembeteiligung des Bindegewebes, nicht näher bezeichnet"
"M51.0","Lumbale und sonstige Bandscheibenschäden mit Myelopathie"
"M84.16","Nichtvereinigung der Frakturenden [Pseudarthrose]: Unterschenkel [Fibula, Tibia, Kniegelenk]"
"M86.65","Sonstige chronische Osteomyelitis: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
"M89.04","Neurodystrophie [Algodystrophie]: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
"N75.0","Bartholin-Zyste"
"N97.9","Sterilität der Frau, nicht näher bezeichnet"
"O00.9","Extrauteringravidität, nicht näher bezeichnet"
"O24.1","Diabetes mellitus in der Schwangerschaft: Vorher bestehender Diabetes mellitus, Typ 2"
"O35.0","Betreuung der Mutter bei (Verdacht auf) Fehlbildung des Zentralnervensystems beim Fetus"
"O42.12","Vorzeitiger Blasensprung, Wehenbeginn nach Ablauf von mehr als 7 Tagen"
"O42.22","Vorzeitiger Blasensprung, Wehenhemmung durch Therapie, Wehenbeginn nach Ablauf von mehr als 7 Tagen"
"O91.11","Abszess der Mamma im Zusammenhang mit der Gestation: Mit Angabe von Schwierigkeiten beim Anlegen"
"Q28.28","Sonstige angeborene arteriovenöse Fehlbildungen der zerebralen Gefäße"
"Q30.2","Nasenfurche, Naseneinkerbung und Spaltnase"
"S42.29","Fraktur des proximalen Endes des Humerus: Sonstige und multiple Teile"
"S62.4","Multiple Frakturen der Mittelhandknochen"
"T43.3","Vergiftung: Antipsychotika und Neuroleptika auf Phenothiazin-Basis"
"---","Rest (1.928 Zeilen)"
"F41.8","Sonstige spezifische Angststörungen"
"Q67.4","Sonstige angeborene Deformitäten des Schädels, des Gesichtes und des Kiefers"
"M65.97","Synovitis und Tenosynovitis, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
"F60.9","Persönlichkeitsstörung, nicht näher bezeichnet"
"N94.1","Dyspareunie"
"O34.4","Betreuung der Mutter bei sonstigen Anomalien der Cervix uteri"
"O35.1","Betreuung der Mutter bei (Verdacht auf) Chromosomenanomalie beim Fetus"
"R49.0","Dysphonie"
"Z98.0","Zustand nach intestinalem Bypass oder intestinaler Anastomose"
"I97.88","Lymphödem nach medizinischen Maßnahmen, sonstige Lokalisationen, alle Stadien"
"Z95.5","Vorhandensein eines Implantates oder Transplantates nach koronarer Gefäßplastik"
"N94.8","Sonstige näher bezeichnete Zustände im Zusammenhang mit den weiblichen Genitalorganen und dem Menstruationszyklus"
"O74.5","Kopfschmerzen nach Spinal- oder Periduralanästhesie während der Wehentätigkeit und bei der Entbindung"
"H04.1","Sonstige Affektionen der Tränendrüse"
"H70.1","Chronische Mastoiditis"
"I07.1","Trikuspidalklappeninsuffizienz"
"K04.5","Chronische apikale Parodontitis"
"K64.8","Sonstige Hämorrhoiden"
"M23.23","Meniskusschädigung durch alten Riss oder alte Verletzung: Sonstiger und nicht näher bezeichneter Teil des Innenmeniskus"
"M94.27","Chondromalazie: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
"R04.8","Blutung aus sonstigen Lokalisationen in den Atemwegen"
"U60.3","Klinische Kategorien der HIV-Krankheit: Kategorie C"
"Z85.3","Bösartige Neubildung der Brustdrüse [Mamma] in der Eigenanamnese"
"D56.9","Thalassämie, nicht näher bezeichnet"
"A74.9","Chlamydieninfektion, nicht näher bezeichnet"
"C78.2","Sekundäre bösartige Neubildung der Pleura"
"D69.41","Sonstige primäre Thrombozytopenie, nicht als transfusionsrefraktär bezeichnet"
"F07.2","Organisches Psychosyndrom nach Schädelhirntrauma"
"F20.8","Sonstige Schizophrenie"
"G82.61","Funktionale Höhe der Schädigung des Rückenmarkes: C4-C5"
"I25.11","Atherosklerotische Herzkrankheit: Ein-Gefäß-Erkrankung"
"J98.7","Infektion der Atemwege, anderenorts nicht klassifiziert"
"K31.7","Polyp des Magens und des Duodenums"
"K71.0","Toxische Leberkrankheit mit Cholestase"
"O16","Nicht näher bezeichnete Hypertonie der Mutter"
"O32.0","Betreuung der Mutter wegen wechselnder Kindslage"
"R45.0","Nervosität"
"S21.85","Weichteilschaden II. Grades bei geschlossener Fraktur oder Luxation des Thorax"
"T92.1","Folgen einer Fraktur des Armes"
"T93.3","Folgen einer Luxation, Verstauchung oder Zerrung der unteren Extremität"
"Z80.0","Bösartige Neubildung der Verdauungsorgane in der Familienanamnese"
"K91.83","Insuffizienzen von Anastomosen und Nähten nach Operationen am sonstigen Verdauungstrakt"
"O60.2","Vorzeitige Wehen mit termingerechter Entbindung"
"A56.1","Chlamydieninfektion des Pelviperitoneums und sonstiger Urogenitalorgane"
"D25.2","Subseröses Leiomyom des Uterus"
"M41.25","Sonstige idiopathische Skoliose: Thorakolumbalbereich"
"M94.25","Chondromalazie: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
"Q51.8","Sonstige angeborene Fehlbildungen des Uterus und der Cervix uteri"
"B95.42","Streptokokken, Gruppe G, als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
"D12.5","Gutartige Neubildung: Colon sigmoideum"
"D17.6","Gutartige Neubildung des Fettgewebes des Samenstrangs"
"D34","Gutartige Neubildung der Schilddrüse"
"F22.0","Wahnhafte Störung"
"F42.1","Vorwiegend Zwangshandlungen [Zwangsrituale]"
"G47.39","Schlafapnoe, nicht näher bezeichnet"
"G82.42","Spastische Tetraparese und Tetraplegie: Chronische komplette Querschnittlähmung"
"G82.62","Funktionale Höhe der Schädigung des Rückenmarkes: C6-C8"
"H18.2","Sonstiges Hornhautödem"
"H72.9","Trommelfellperforation, nicht näher bezeichnet"
"I79.2","Periphere Angiopathie bei anderenorts klassifizierten Krankheiten"
"J33.9","Nasenpolyp, nicht näher bezeichnet"
"M20.3","Sonstige Deformität der Großzehe (erworben)"
"M20.4","Sonstige Hammerzehe(n) (erworben)"
"M25.77","Osteophyt: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
